"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL1096479";"";"None";"193.28";"0";"1.16";"SB4";"Cc1ccc(/C=N/NC(N)=S)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4369244";"Inhibition of MAOB (unknown origin) using benzylamine as substrate preincubated for 30 mins followed by substrate addition";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4368868";"1";"Scientific Literature";"Medchemcomm";"2018";"None";""
"CHEMBL406861";"";"None";"288.73";"0";"3.95";"33";"COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)c(O)c1";"IC50";"'='";"4365.16";"nM";"5.36";"";"";"UO_0000065";"18.56";"0.37";"1.41";"11.52";"0";"CHEMBL3097977";"Inhibition of MAO-B (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091392";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL4289225";"";"None";"413.52";"1";"5.25";"25";"CN(CCCOc1ccc(/C=C2\COc3ccccc3C2=O)cc1)Cc1ccccc1";"IC50";"'='";"880.0";"nM";"6.06";"";"";"UO_0000065";"14.64";"0.27";"0.81";"15.62";"0";"CHEMBL4262784";"Inhibition of recombinant human MAO-B assessed as reduction in H2O2 production using p-tyramine as substrate preincubated for 15 mins followed by substrate addition by Amplex red reagent based fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4261537";"1";"Scientific Literature";"Medchemcomm";"2017";"None";""
"CHEMBL534938";"";"None";"216.69";"0";"1.56";"7a";"C=C(CNNC)c1ccc(F)cc1.Cl";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL860927";"Inhibition of recombinant human MAO-B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146064";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL3416431";"";"None";"288.78";"0";"2.75";"11g";"Cl.N[C@@H]1C[C@@H]1c1ccc(NC(=O)c2ccccc2)cc1";"IC50";"'='";"19170.0";"nM";"4.72";"";"";"UO_0000065";"18.70";"0.34";"1.97";"8.56";"0";"CHEMBL3418205";"Inhibition of human recombinant MAOB expressed in Pichia pastoris incubated for 15 mins prior to substrate addition measured after 30 mins by luminescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3414440";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL4577772";"";"None";"399.49";"0";"3.83";"TM-13";"COc1cc2c(cc1OC)CN(CCCCOc1ccc(C(C)=O)c(O)c1)CC2";"IC50";"'='";"15700.0";"nM";"4.80";"";"";"UO_0000065";"12.03";"0.23";"0.97";"7.04";"0";"CHEMBL4354761";"Inhibition of human recombinant MAO-B using kynuramine as substrate measured after 30 mins by fluorimetric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4351031";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";""
"CHEMBL4635925";"";"None";"356.33";"0";"1.10";"20e";"Cc1c(O)c(=O)ccn1CCNC(=O)c1cc2cccc(O)c2oc1=O";"IC50";"'='";"157.8";"nM";"6.80";"";"";"UO_0000065";"19.09";"0.36";"5.70";"5.59";"0";"CHEMBL4624277";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI insect cells using kynuramine as substrate incubated for 10 mins followed by substrate addition by fluorimetric analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4622885";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";""
"CHEMBL4562783";"";"None";"425.61";"1";"6.62";"TM-28";"CCN(CCCCCCCCCCOc1ccc(C(C)=O)c(O)c1)Cc1ccccc1";"IC50";"'='";"23400.0";"nM";"4.63";"";"";"UO_0000065";"10.88";"0.20";"-1.99";"9.30";"0";"CHEMBL4354761";"Inhibition of human recombinant MAO-B using kynuramine as substrate measured after 30 mins by fluorimetric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4351031";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";""
"CHEMBL4872682";"";"None";"358.28";"0";"4.20";"35";"COc1ccc(Br)cc1CNC1CC12CCc1ccccc12";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"16.53";"0.37";"1.72";"27.85";"0";"CHEMBL4814442";"Inhibition of human MAO-B expressed in baculovirus infected BTI insect cells by fluorescence method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4813911";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4582083";"";"None";"285.27";"0";"2.58";"A4";"O=C1Nc2ccc(OCCc3ccc(F)cc3)cc2C1=O";"IC50";"'='";"102.0";"nM";"6.99";"";"";"UO_0000065";"24.51";"0.45";"4.41";"12.62";"0";"CHEMBL4401962";"Inhibition of human recombinant MAO-B expressed in insect cells using p-tyramine as substrate preincubated for 30 mins followed by substrate addition measured for 15 mins by resorufin dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4400552";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";""
"CHEMBL396778";"SAFINAMIDE";"4.0";"302.35";"0";"2.37";"SalinamIde";"C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"25.62";"0.48";"5.37";"12.04";"0";"CHEMBL5049166";"Inhibition of human recombinant MAO-B expressed in supersomes assessed as inhibition of 4-hydroxyquinoline formation using kynuramine as substrate by spectrofluorimetric analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046285";"1";"Scientific Literature";"J Med Chem";"2022";"None";""
"CHEMBL4459207";"";"None";"354.41";"0";"4.14";"AVB5";"C#CCOc1ccc(-c2cc(-c3cccc(OCC#C)c3)nc(C)n2)cc1";"IC50";"'='";"8090.0";"nM";"5.09";"";"";"UO_0000065";"14.37";"0.26";"0.95";"11.51";"0";"CHEMBL4353634";"Inhibition of human recombinant microsomal MAO-B expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as reduction in production of H202 using p-tyramine as substrate incubated for 30 mins followed by substrate addition by horse radish peroxidase/Amplex red reagent based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4350993";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3833782";""
"CHEMBL4441316";"";"None";"273.24";"0";"3.09";"13";"O=C(Nc1cc2cc[nH]c2cn1)c1ccc(F)c(F)c1";"IC50";"'='";"277.0";"nM";"6.56";"";"";"UO_0000065";"24.00";"0.45";"3.47";"11.35";"0";"CHEMBL4385037";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI-TN-5B1-4 insect cells using p-tyramine as substrate preincubated for 15 mins and measured after 45 mins by resorufin-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4382265";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3833782";""
"CHEMBL4450595";"";"None";"306.15";"0";"4.12";"14; NTZ-2020";"O=C(Nc1ccc2[nH]ccc2n1)c1ccc(Cl)c(Cl)c1";"IC50";"'='";"1.122";"nM";"8.95";"";"";"UO_0000065";"29.23";"0.61";"4.83";"15.49";"0";"CHEMBL4385037";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI-TN-5B1-4 insect cells using p-tyramine as substrate preincubated for 15 mins and measured after 45 mins by resorufin-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4382265";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3833782";""
"CHEMBL4450144";"";"None";"289.70";"0";"3.61";"16";"O=C(Nc1ccc2[nH]ccc2n1)c1ccc(Cl)c(F)c1";"IC50";"'='";"10.96";"nM";"7.96";"";"";"UO_0000065";"27.48";"0.54";"4.35";"13.78";"0";"CHEMBL4385037";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI-TN-5B1-4 insect cells using p-tyramine as substrate preincubated for 15 mins and measured after 45 mins by resorufin-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4382265";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3833782";""
"CHEMBL4861378";"";"None";"279.38";"0";"3.44";"34";"COc1ccccc1CNC1CC12CCc1ccccc12";"IC50";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"17.61";"0.32";"1.48";"23.15";"0";"CHEMBL4814442";"Inhibition of human MAO-B expressed in baculovirus infected BTI insect cells by fluorescence method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4813911";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4215006";"";"None";"331.76";"0";"3.79";"12b";"Cl.NCCc1ccc(OCc2cccc(C(F)(F)F)c2)cc1";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"23.56";"0.45";"3.17";"19.74";"0";"CHEMBL4182524";"Inhibition of recombinant human MAO-B using benzylamine as substrate preincubated for 15 mins followed by substrate addition measured after 20 mins by amplex red reagent based spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177719";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL396778";"SAFINAMIDE";"4.0";"302.35";"0";"2.37";"Safinamide";"C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O";"IC50";"'='";"63.0";"nM";"7.20";"";"";"UO_0000065";"23.82";"0.45";"4.83";"11.19";"0";"CHEMBL4813510";"Inhibition of human recombinant MAO-B using kynuramine as substrate incubated for 20 mins measuring increase in emission signal at 400 nm multimode plate reader assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4811301";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.3333 hr"
"CHEMBL4847678";"";"None";"242.32";"0";"2.74";"30";"O=C(CC1CCNCC1)c1cc2ccccc2[nH]1";"IC50";"'='";"66600.0";"nM";"4.18";"";"";"UO_0000065";"17.24";"0.32";"1.44";"9.30";"0";"CHEMBL4833439";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI insect cells using luminogenic MAO substrate incubated for 1 hr by MAO-Glo assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4831534";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"TIME = 1.0 hr"
"CHEMBL3394495";"";"None";"397.91";"0";"4.21";"4e";"O=C(CN1CCCCC1)N1N=C(c2ccc(Cl)cc2)CC1c1ccccc1O";"IC50";"'='";"40090.0";"nM";"4.40";"";"";"UO_0000065";"11.05";"0.21";"0.19";"7.83";"0";"CHEMBL3396572";"Inhibition of human recombinant MAO-B using p-tyramine as substrate assessed as production of H2O2 incubated for 15 mins prior to substrate addition measured after 20 mins by microplate fluorescence reader analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3393005";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";""
"CHEMBL4435127";"";"None";"355.40";"0";"3.42";"AVB4";"C#CCOc1ccc(-c2cc(-c3cccc(OCC#C)c3)nc(N)n2)cc1";"IC50";"'='";"1490.0";"nM";"5.83";"";"";"UO_0000065";"16.40";"0.29";"2.41";"8.29";"0";"CHEMBL4353634";"Inhibition of human recombinant microsomal MAO-B expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as reduction in production of H202 using p-tyramine as substrate incubated for 30 mins followed by substrate addition by horse radish peroxidase/Amplex red reagent based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4350993";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3833782";""
"CHEMBL1830795";"";"None";"222.63";"0";"2.65";"8";"CC(=O)c1cc2cc(Cl)ccc2oc1=O";"IC50";"'='";"17720.0";"nM";"4.75";"";"";"UO_0000065";"21.34";"0.43";"2.10";"10.05";"0";"CHEMBL1833115";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine after 15 mins by microplate fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828496";"1";"Scientific Literature";"Eur J Med Chem";"2011";"CHEMBL3833782";""
"CHEMBL4278832";"";"None";"464.69";"1";"5.95";"3e";"CC(C)(C)c1cc(CCC(=O)NCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O";"IC50";"'='";"89100.0";"nM";"4.05";"";"";"UO_0000065";"8.72";"0.16";"-1.90";"7.70";"0";"CHEMBL4274279";"Inhibition of human MAO-B using p-tyramine as substrate incubated for 15 mins followed by substrate addition measured for 20 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4270597";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL3771110";"";"None";"260.72";"0";"4.12";"3";"CC(=O)c1cccc(OCc2ccc(Cl)cc2)c1";"IC50";"'='";"10.52";"nM";"7.98";"";"";"UO_0000065";"30.60";"0.61";"3.86";"30.33";"0";"CHEMBL3863357";"Inhibition of recombinant human MAO-B using p-tyramine as substrate assessed as decrease in H2O2 production incubated for 15 mins by fluorimetric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3862011";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";""
"CHEMBL4750360";"";"None";"407.51";"0";"3.49";"4u";"CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCN(Cc3ccccc3)CC2)cc1";"IC50";"'='";"21300.0";"nM";"4.67";"";"";"UO_0000065";"11.46";"0.21";"1.18";"8.80";"0";"CHEMBL4686672";"Inhibition of recombinant human MAO-B";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680246";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";""
"CHEMBL156630";"";"None";"426.31";"0";"4.59";"12h";"C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NCc3ccccc3)c(Br)c21";"IC50";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL706869";"Compound was tested for inhibition of monoamine oxidase-B (MAO-B).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151505";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";""
"CHEMBL470222";"";"None";"327.72";"0";"3.42";"20";"O=C(Cl)c1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL964044";"Inhibition of human recombinant MAOB expressed in BTI-TN-5B1-4 cells assessed as effect on H2O2 production from para-tyramine at 100 uM by fluorimetric method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153941";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3833782";""
"CHEMBL4281778";"";"None";"268.32";"0";"3.24";"7ad";"O=[N+]([O-])c1cccc(CN[C@H]2C[C@@H]2c2ccccc2)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4253677";"Inhibition of MAO-B (unknown origin) using beetle luciferin derived luminogenic substrate preincubated for 15 mins followed by substrate addition measured after 60 mins by MAO-Glo assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251603";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";""
"CHEMBL4580662";"";"None";"407.51";"0";"4.19";"9c";"Cc1c(C)c2ccc(OCC3CCN(Cc4ccc(CO)cc4)CC3)cc2oc1=O";"IC50";"'='";"39.0";"nM";"7.41";"";"";"UO_0000065";"18.18";"0.34";"3.22";"11.78";"0";"CHEMBL4327329";"Inhibition of recombinant human MAO-B expressed in baculovirus infected insect cell microsomes using kynuramine as substrate measured after 30 mins by spectrophotometric assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4325863";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";""
"CHEMBL4786252";"";"None";"413.95";"1";"5.88";"19";"CC1CCN(CCCCCOc2ccc3oc4ccc(Cl)cc4c(=O)c3c2)CC1";"IC50";"'='";"673.0";"nM";"6.17";"";"";"UO_0000065";"14.91";"0.29";"0.29";"14.46";"0";"CHEMBL4709937";"Inhibition of recombinant human MAO-B expressed in baculovirus infected BTI cells using p-tyramine as substrate by fluorometric assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706551";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";""
"CHEMBL4209609";"";"None";"317.39";"1";"5.03";"8";"Cc1ccc(/C=N/c2ccc(OCc3ccccc3)cc2)c(O)c1";"IC50";"'='";"24430.0";"nM";"4.61";"";"";"UO_0000065";"14.53";"0.26";"-0.42";"11.03";"0";"CHEMBL4179529";"Inhibition of human MAO-B using p-tyramine as substrate preincubated for 15 mins followed by substrate addition measured after 20 mins by fluorescence-based Amplex Red MAO assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177594";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL165";"RESVERATROL";"3.0";"228.25";"0";"2.97";"Resv.";"Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4179529";"Inhibition of human MAO-B using p-tyramine as substrate preincubated for 15 mins followed by substrate addition measured after 20 mins by fluorescence-based Amplex Red MAO assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4177594";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";""
"CHEMBL3781751";"IADADEMSTAT";"2.0";"230.35";"0";"2.40";"BDBM50155773";"N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccccc2)CC1";"IC50";"'>'";"100000.0";"nM";"";"";"443161";"UO_0000065";"";"";"";"";"1";"CHEMBL3887028";"Fluorescence-Based (Inhibitor)-Screening Assay: In order to monitor MAO enzymatic activities and/or their inhibition rate by inhibitor(s) of interest, a fluorescence-based (inhibitor)-screening assay was set up. 3-(2-Aminophenyl)-3-oxopropanamine (kynuramine dihydrobromide, Sigma Aldrich), a non fluorescent compound was chosen as a substrate. Kynuramine is a non-specific substrate for both MAO-A and MAO-B activities. While undergoing oxidative deamination by MAO activities, kynuramine is converted into 4-hydroxyquinoline (4-HQ), a resulting fluorescent product.The monoamine oxidase activity was estimated by measuring the conversion of kynuramine into 4-hydroxyquinoline. Assays were conducted in 96-well black plates with clear bottom (Corning) in a final volume of 100 uL. The assay buffer was 100 mM HEPES, pH 7.5. Each experiment was performed in duplicate within the same experiment.Briefly, a fixed amount of MAO (0.25 ug for MAO-A and 0.5 ug for MAO-B) was incubated on ice for 15 minutes in the reaction buffer, in the absence and/or in the presence of at least eight 3-fold serial dilutions each. Clorgyline and Deprenyl (Sigma Aldrich) was used as a control for specific inhibition of MAO-A and MAO-B respectively. After leaving the enzyme(s) interacting with the inhibitor, KM of kynuramine was added to each reaction for MAO-B and MAO-A assay respectively, and the reaction was left for 1 hour at 37° C. in the dark. The oxidative deamination of the substrate was stopped by adding 50 uL of NaOH 2N. The conversion of kynuramine to 4-hydroxyquinoline, was monitored by fluorescence (excitation at 320 nm, emission at 360 nm) using a microplate reader (Infinite 200, Tecan). Arbitrary units were used to measure levels of fluorescence produced in the absence and/or in the presence of inhibitor. The maximum of oxidative deamination activity was obtained by measuring the amount of 4-hydroxyquinoline formed from kynuramine deamination in the absence of inhibitor and corrected for background fluorescence in the absence of MAO enzymes. The IC50 values of each inhibitor were calculated with GraphPad Prism Software.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886143";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL149463";"3-ACETYLCOUMARIN";"None";"188.18";"0";"2.00";"1";"CC(=O)c1cc2ccccc2oc1=O";"IC50";"'='";"14450.0";"nM";"4.84";"";"";"UO_0000065";"25.72";"0.47";"2.84";"10.24";"0";"CHEMBL1833115";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine after 15 mins by microplate fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828496";"1";"Scientific Literature";"Eur J Med Chem";"2011";"CHEMBL3833782";""
"CHEMBL274030";"";"None";"314.77";"0";"4.64";"C-64";"Cc1c(C)c2ccc(OCc3ccc(Cl)cc3)cc2oc1=O";"IC50";"'='";"1.479";"nM";"8.83";"";"";"UO_0000065";"28.05";"0.55";"4.19";"22.39";"0";"CHEMBL909462";"Inhibition of human supersomes MAOB";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137393";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL127982";"";"None";"308.34";"0";"4.51";"IP-17";"O=C1c2ccccc2-c2nnc(-c3ccc4ccccc4c3)cc21";"IC50";"'='";"6.31";"nM";"8.20";"";"";"UO_0000065";"26.59";"0.47";"3.69";"19.14";"0";"CHEMBL909462";"Inhibition of human supersomes MAOB";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137393";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL4080179";"";"None";"370.45";"0";"2.37";"TM-10";"CC(=O)c1ccc(OCCCCN2CCN(c3ncccn3)CC2)cc1O";"IC50";"'='";"15200.0";"nM";"4.82";"";"";"UO_0000065";"13.01";"0.24";"2.45";"6.12";"0";"CHEMBL4048104";"Inhibition of recombinant human MAO-B using kynuramine as substrate after 30 mins by fluorescence method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043276";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
